YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201704,114661,687726,6,1,"SE","CHAUTAUQUA",37.0098,-96.1672,37588,9610032
201704,114661,687726,7,1,"E","CHAUTAUQUA",37.02,-96.1619,371200,969714
201704,114661,687726,8,1,"NE","CHAUTAUQUA",37.0302,-96.1672,371812,9610032
201704,114661,687727,1,.55,"E","INDEPENDENCE",37.23,-95.71,3713800,9542600
201704,114661,687727,2,.55,"NE","INDEPENDENCE",37.2356,-95.7129,3714136,9542774
201704,114661,687727,3,.55,"N","INDEPENDENCE",37.238,-95.72,3714280,9543200
201704,114661,687727,4,.55,"NW","INDEPENDENCE",37.2356,-95.7271,3714136,9543626
201704,114661,687727,5,.55,"W","INDEPENDENCE",37.23,-95.73,3713800,9543800
201704,114661,687727,6,.55,"SW","INDEPENDENCE",37.2244,-95.7271,3713464,9543626
201704,114661,687727,7,.55,"S","INDEPENDENCE",37.222,-95.72,3713320,9543200
201704,114661,687727,8,.55,"SE","INDEPENDENCE",37.2244,-95.7129,3713464,9542774
201704,114661,687728,1,0,"N","ST PAUL",37.52,-95.17,3731200,9510200
201704,114661,687728,2,7,"N","ST PAUL",37.6213,-95.17,3737278,9510200
201704,114661,687728,3,5,"E","CHANUTE",37.68,-95.3786,3740800,9522716
201704,114661,687728,4,3,"S","CHANUTE",37.6366,-95.47,3738196,9528200
201704,114661,687728,5,10,"S","CHANUTE",37.5353,-95.47,3732118,9528200
201704,114661,687728,6,5,"SW","ST PAUL",37.4688,-95.2345,3728128,9514070
201704,114661,687729,1,1,"N","NEODESHA",37.4445,-95.68,3726670,9540800
201704,114661,687729,2,1,"NW","NEODESHA",37.4402,-95.6929,3726412,9541574
201704,114661,687729,3,1,"W","NEODESHA",37.43,-95.6982,3725800,9541892
201704,114661,687729,4,1,"SW","NEODESHA",37.4198,-95.6929,3725188,9541574
201704,114661,687729,5,1,"S","NEODESHA",37.4155,-95.68,3724930,9540800
201704,114661,687729,6,1,"SE","NEODESHA",37.4198,-95.6671,3725188,9540026
201704,114661,687729,7,1,"E","NEODESHA",37.43,-95.6618,3725800,9539708
201704,114661,687729,8,1,"NE","NEODESHA",37.4402,-95.6671,3726412,9540026
201704,114661,687730,1,1,"N","CHERRYVALE",37.2845,-95.55,3717070,9533000
201704,114661,687730,2,1,"NW","CHERRYVALE",37.2802,-95.5629,3716812,9533774
201704,114661,687730,3,1,"W","CHERRYVALE",37.27,-95.5682,3716200,9534092
201704,114661,687730,4,1,"SW","CHERRYVALE",37.2598,-95.5629,3715588,9533774
201704,114661,687730,5,1,"S","CHERRYVALE",37.2555,-95.55,3715330,9533000
201704,114661,687730,6,1,"SE","CHERRYVALE",37.2598,-95.5371,3715588,9532226
201704,114661,687730,7,1,"E","CHERRYVALE",37.27,-95.5318,3716200,9531908
201704,114661,687730,8,1,"NE","CHERRYVALE",37.2802,-95.5371,3716812,9532226
201704,114661,687731,1,5,"NNE","IOLA",37.9869,-95.3649,3759214,9521894
201704,114661,687731,2,2.5,"NW","IOLA",37.9456,-95.4324,3756736,9525944
201704,114661,687731,3,1.5,"SW","IOLA",37.9047,-95.4195,3754282,9525170
201704,114661,687731,4,1.5,"SE","IOLA",37.9047,-95.3805,3754282,9522830
201704,114661,687731,5,5,"E","IOLA",37.92,-95.3083,3755200,9518498
201704,114661,687731,6,5,"ENE","IOLA",37.9477,-95.3152,3756862,9518912
201704,114661,687732,1,.88,"SE","PARSONS",37.34,-95.26,3720400,9515600
201704,114661,687733,1,2.31,"WNW","VALEDA",37.06,-95.49,373600,9529400
201704,114661,688397,1,2,"NE","STARK",37.7005,-95.1241,3742030,957446
201704,114661,688397,2,1,"N","CHANUTE",37.6945,-95.47,3741670,9528200
201704,114661,688397,3,3,"S","THAYER",37.4366,-95.48,3726196,9528800
201704,114661,688397,4,5,"S","ST PAUL",37.4476,-95.17,3726856,9510200
201704,114672,687834,1,0,"N","ROCKWOOD",35.87,-84.68,3552200,8440800
201704,114672,687842,1,0,"N","MENTOR",35.82,-84.02,3549200,841200
201704,114675,687845,1,1.12,"W","FOUNTAIN CITY",36.03,-83.95,361800,8357000
201704,114675,687848,1,0,"N","WEST KNOXVILLE",35.97,-83.95,3558200,8357000
201704,114675,687851,1,2.98,"SSE","SUGAR FORKS",35.99,-83.38,3559400,8322800
201704,114675,687852,1,1.81,"ENE","LYONTON",36.06,-83.69,363600,8341400
201704,114675,687854,1,.56,"E","SALE CREEK",35.38,-85.11,3522800,856600
201704,114675,687855,1,.89,"SE","MORGANTOWN",35.49,-85.01,3529400,85600
201704,114675,687856,1,.56,"E","SALE CREEK",35.38,-85.11,3522800,856600
201704,114675,687858,1,.89,"SW","NORTHPORT",35.96,-83.19,3557600,8311400
201704,114675,687859,1,0,"N","ATHENS",35.45,-84.6,3527000,8436000
201704,114676,687860,1,0,"N","VALLEYTOWN",35.2,-83.82,3512000,8349200
201704,114677,687861,1,.56,"E","GREENEVILLE",36.17,-82.82,3610200,8249200
201704,114677,687862,1,.56,"E","AFTON",36.2,-82.72,3612000,8243200
201704,115162,691347,1,.54,"E","DIXON",38,-92.09,3800,925400
201704,115162,691348,1,1.38,"N","BUCKHART",36.9,-92.32,3654000,9219200
201704,115162,691349,1,2.14,"SSW","CUSTER",37.5,-91.54,3730000,9132400
201704,115180,691544,1,0,"E","OBLONG",39,-87.92,3900,8755200
201704,115180,691545,1,1.58,"N","HORD",38.9028,-88.5208,3854168,8831248
201704,115180,691547,1,0,"N","CLAY CITY",38.68,-88.35,3840800,8821000
201704,115180,691549,1,0,"E","OBLONG",39,-87.92,3900,8755200
201704,115180,691550,1,0,"NE","OBLONG",39,-87.92,3900,8755200
201704,115180,691551,1,0,"N","MARTINSVILLE",39.33,-87.88,3919800,8752800
201704,115180,691553,1,0,"N","WEST UNION",39.22,-87.67,3913200,8740200
201704,115180,691554,1,0,"NNE","MARSHALL",39.38,-87.7,3922800,8742000
201704,115180,691559,1,2,"S","ST MARIE",38.9011,-88.02,3854066,881200
201704,115180,691561,1,3.9,"E","ST MARIE",38.9237,-87.9478,3855422,8756868
201704,115182,691572,1,.53,"E","ELBRIDGE",39.52,-87.57,3931200,8734200
201704,115182,691573,1,0,"E","NOBLE",38.7,-88.22,3842000,8813200
201704,115182,691573,2,0,"E","CLAREMONT",38.72,-87.97,3843200,8758200
201704,115182,691576,1,0,"SW","SUMNER",38.72,-87.85,3843200,8751000
201704,115182,691576,2,.47,"S","LAWRENCEVILLE ARPT",38.7632,-87.6012,3845792,8736072
201704,115183,691595,1,2.4,"NE","ALEXANDER",39.7459,-90,3944754,9000
201704,115183,691595,2,2.98,"NE","ALEXANDER",39.7557,-89.9985,3945342,8959910
201704,115183,691596,1,3,"S","GREENVIEW",40.0366,-89.75,402196,8945000
201704,115183,691597,1,0,"NE","KINCAID",39.58,-89.42,3934800,8925200
201704,115183,691598,1,0,"NE","TAYLORVILLE",39.55,-89.3,3933000,8918000
201704,115183,691599,1,2.05,"NNW","KNIGHTS",39.8278,-88.9934,3949668,8859604
201704,115183,691600,1,0,"NW","TOLONO",39.98,-88.25,3958800,8815000
201704,115183,691601,1,1.26,"WSW","OLIVET",39.94,-87.65,3956400,8739000
201704,115183,691602,1,0,"N","MT ZION",39.77,-88.88,3946200,8852800
201704,115183,691603,1,1.74,"SE","INDIANOLA",39.91,-87.71,3954600,8742600
201704,115183,691604,1,1.38,"S","TOLONO",39.96,-88.25,3957600,8815000
201704,115183,691605,1,3,"W","FRANKLIN",39.62,-90.1064,3937200,906384
201704,115183,691607,1,1.48,"SSE","PETERSBURG",40,-89.84,4000,8950400
201704,115183,691609,1,.61,"ESE","HEWITTSVILLE",39.5271,-89.3092,3931626,8918552
201704,115183,691611,1,2.33,"SSW","HARTSBURG",40.22,-89.45,4013200,8927000
201704,115183,691613,1,2.24,"ENE","PAWNEE",39.59,-89.54,3935400,8932400
201704,115183,691619,1,0,"W","MIDDLETOWN",40.1,-89.58,406000,8934800
201704,115183,691619,2,1.71,"N","BURTON VIEW",40.1944,-89.4854,4011664,8929124
201704,115183,691621,1,2.97,"SE","TAYLORVILLE",39.52,-89.26,3931200,8915600
201704,115183,691622,1,0,"E","TOLEDO",39.27,-88.25,3916200,8815000
201704,115183,691625,1,0,"E","WAPELLA",40.22,-88.97,4013200,8858200
201704,115183,691627,1,1.3,"SSE","JENKINS",40.1319,-89.0133,407914,89798
201704,115183,691628,1,0,"N","ATWOOD",39.8,-88.47,3948000,8828200
201704,115183,691630,1,0,"N","TUSCOLA",39.8,-88.28,3948000,8816800
201704,115183,691631,1,1.27,"WSW","LOVINGTON",39.71,-88.65,3942600,8839000
201704,115183,691632,1,1.35,"WNW","EDGEWOOD",38.9245,-88.6744,3855470,8840464
201704,115183,691633,1,0,"N","DIETERICH",39.07,-88.37,394200,8822200
201704,115183,691634,1,3.18,"E","PLEASANT PLAINS",39.87,-89.86,3952200,8951600
201704,115183,691637,1,0,"E","TOLEDO",39.27,-88.25,3916200,8815000
201704,115183,691638,1,0,"NE","PALMER",39.45,-89.42,3927000,8925200
201704,115183,691639,1,4,"S","NEW BERLIN",39.6621,-89.92,3939726,8955200
201704,115183,691641,1,7,"NW","FINDLAY",39.5916,-88.8429,3935496,8850574
201704,115183,696613,1,1.82,"E","BROADMOOR",41.1481,-89.5952,418886,8935712
201704,115183,696613,2,2.86,"NE","HENRY",41.1479,-89.3293,418874,8919758
201704,115183,696613,3,1.27,"SSE","HENRY",41.1038,-89.3586,416228,8921516
201704,115183,696613,4,5.54,"NNW","EVANS",41.1041,-89.1409,416246,898454
201704,115183,696613,5,3.27,"ESE","WILBERN",40.9249,-89.267,4055494,8916020
201704,115183,696613,6,7.58,"S","SPARLAND",40.9213,-89.4704,4055278,8928224
201704,115183,696613,7,3.93,"S","SPARLAND",40.9732,-89.4474,4058392,8926844
201704,115183,696613,8,3.78,"SSW","LA PRAIRIE CENTER",40.9737,-89.6387,4058422,8938322
201704,115183,696614,1,7.46,"NNE","SPRING BAY",40.9213,-89.4704,4055278,8928224
201704,115183,696614,2,.76,"ENE","WASHBURN",40.9249,-89.267,4055494,8916020
201704,115183,696614,3,.25,"WNW","ROANOKE SCHERER ARPT",40.8008,-89.1746,4048048,8910476
201704,115183,696614,4,2.37,"SSE","METAMORA",40.7488,-89.3311,4044928,8919866
201704,115183,696614,5,1.47,"NNE","PEORIA HGTS",40.748,-89.555,4044880,8933300
201704,115183,696614,6,2.58,"SW","SPRING BAY",40.7974,-89.5593,4047844,8933558
201704,115183,696621,1,3.06,"N","EDELSTEIN",40.9737,-89.6387,4058422,8938322
201704,115183,696621,2,4.05,"NNE","CHILLICOTHE",40.9732,-89.4474,4058392,8926844
201704,115183,696621,3,.51,"E","CHILLICOTHE",40.9213,-89.4704,4055278,8928224
201704,115183,696621,4,.59,"ESE","HENDRYX MANOR",40.7974,-89.5593,4047844,8933558
201704,115183,696621,5,.8,"E","LONG SHR PARK",40.748,-89.555,4044880,8933300
201704,115183,696621,6,1.35,"SSE","ORCHARD MINES",40.562,-89.6703,4033720,8940218
201704,115183,696621,7,3.69,"SSW","CRAMERS",40.6351,-89.988,4038106,8959280
201704,115183,696621,8,.76,"W","ELMWOOD",40.7783,-89.9844,4046698,8959064
201704,115183,696629,1,3.55,"WNW","MARIETTA",40.5158,-90.4444,4030948,9026664
201704,115183,696629,2,.89,"N","FARMINGTON",40.7129,-89.9988,4042774,8959928
201704,115183,696629,3,1.97,"ENE","BRERETON",40.6351,-89.988,4038106,8959280
201704,115183,696629,4,4.92,"ENE","LIVERPOOL",40.4357,-89.919,4026142,8955140
201704,115183,696629,5,3.05,"S","MARBLETOWN",40.1859,-90.2002,4011154,9012012
201704,115183,696629,6,6.04,"WSW","ASTORIA",40.1896,-90.4516,4011376,9027096
201704,115596,694245,1,1.48,"NNE","SYRACUSE",41.1,-112.06,416000,1123600
201704,115596,694245,2,.52,"W","SOUTH WEBER",41.13,-111.93,417800,11155800
201704,115596,694253,1,.45,"SSE","SOUTH WEBER",41.1242,-111.9158,417452,11154948
201704,115600,694316,1,.69,"N","PT COMFORT",28.68,-96.55,2840800,9633000
201704,115600,694316,2,.98,"NNW","PT COMFORT",28.6825,-96.5576,2840950,9633456
201704,115600,694316,3,.91,"NW","PT COMFORT",28.6779,-96.5621,2840674,9633726
201704,115600,694316,4,.56,"NW","PT COMFORT",28.6759,-96.5564,2840554,9633384
201704,115601,694317,1,0,"N","PAWNEE",28.65,-98,2839000,9800
201704,115601,694318,1,2.52,"WNW","NORMANNA",28.54,-97.82,2832400,9749200
201704,115601,694320,1,0,"N","PETTUS",28.62,-97.8,2837200,9748000
201704,115601,694321,1,1.21,"W","TULETA",28.57,-97.8,2834200,9748000
201704,115601,694322,1,.92,"NE","WOODSBORO",28.24,-97.32,2814400,9719200
201704,115615,694485,1,.46,"N","WEST QUINCY",42.2367,-71.0306,4214202,711836
201704,115615,694485,2,.49,"NNE","WEST QUINCY",42.2368,-71.0273,4214208,711638
201704,115615,694485,3,.51,"NNE","WEST QUINCY",42.237,-71.0271,4214220,711626
201704,115615,694485,4,.48,"N","WEST QUINCY",42.237,-71.0303,4214220,711818
201704,115615,694487,1,.97,"WSW","WHITTENTON",41.9173,-71.0985,4155038,715910
201704,115615,694487,2,.8,"W","WHITTENTON",41.9182,-71.0953,4155092,715718
201704,115615,694487,3,.81,"W","WHITTENTON",41.9185,-71.0955,4155110,715730
201704,115615,694487,4,.9,"W","WHITTENTON",41.9183,-71.0973,4155098,715838
201704,115615,694487,5,.99,"W","WHITTENTON",41.9174,-71.0989,4155044,715934
201704,115615,694488,1,.03,"SE","SCITUATE",42.1997,-70.7295,4211982,7043770
201704,115615,694488,2,.13,"ESE","SCITUATE",42.1994,-70.7275,4211964,7043650
201704,115615,694488,3,.14,"ESE","SCITUATE",42.1991,-70.7275,4211946,7043650
201704,115615,694488,4,.06,"SSE","SCITUATE",42.1993,-70.7296,4211958,7043776
201704,115626,694624,1,1.56,"W","JERICHO",40.7776,-73.5596,4046656,7333576
201704,115626,694653,1,.74,"NW","MINEOLA",40.7578,-73.6396,4045468,7338376
201704,115626,694655,1,0,"N","HAUPPAUGE",40.82,-73.2,4049200,7312000
201704,115626,694656,1,0,"N","SMITHTOWN",40.85,-73.2,4051000,7312000
201704,115626,694657,1,0,"N","WEST ISLIP",40.7,-73.28,4042000,7316800
201704,115626,694658,1,.42,"NNE","SELDEN",40.8551,-73.0258,4051306,731548
201704,115626,694673,1,1.32,"NW","MT SINAI",40.9639,-73.0374,4057834,732244
201704,115631,694679,1,0,"N","STATION 44065",40.37,-73.7,4022200,7342000
201704,115631,694682,1,0,"N","STATION 44025",40.25,-73.17,4015000,7310200
201704,115631,694684,1,0,"N","EATONS NECK WXFLOW",40.95,-73.4,4057000,7324000
201704,115631,694686,1,0,"N","FIRE ISLAND WXFLOW",40.62,-73.26,4037200,7315600
201704,115631,694688,1,0,"N","FIRE ISLAND WXFLOW",40.62,-73.26,4037200,7315600
201704,115631,694690,1,3.03,"NW","FIRE ISLAND WXFLOW",40.6497,-73.3024,4038982,7318144
201704,115631,694693,1,3.03,"NW","FIRE ISLAND WXFLOW",40.6497,-73.3024,4038982,7318144
201704,115631,694695,1,0,"N","SINAI HARBOR WXFLOW",40.96,-73.04,4057600,732400
201704,115631,694697,1,0,"N","BLUE POINT WXFLOW",40.73,-73.03,4043800,731800
201704,115631,694699,1,6.28,"ESE","NEW HAVEN AIRPORT",41.2501,-72.7521,4115006,7245126
201704,115638,694829,1,0,"N","ALLIGATOR RIVER BRIDGE",35.9,-76,3554000,7600
201704,115638,694830,1,0,"N","JENNETTE'S FISHING PIER",35.91,-75.59,3554600,7535400
201704,115638,694831,1,1.49,"NNW","OREGON INLET",35.8,-75.54,3548000,7532400
201704,115638,694832,1,.69,"S","DUCK",36.16,-75.75,369600,7545000
201704,115644,694875,1,.96,"ESE","CAUSE LNDG",33.8935,-78.4352,3353610,7826112
201704,115644,694880,1,.48,"SE","BOWEN PT",33.915,-78.3741,3354900,7822446
201704,115644,694883,1,.13,"SSE","SECESSION",33.9282,-78.2991,3355692,7817946
201704,115644,694884,1,1,"WSW","HOLDEN BEACH",33.9146,-78.2862,3354876,7817172
201704,115644,694886,1,2,"WNW","LONG BEACH ARPT",33.9402,-78.1126,3356412,786756
201704,115644,694892,1,3.55,"WNW","MIDWAY",33.9871,-78.1885,3359226,7811310
201704,115645,694877,1,3.3,"WNW","SHALLOTTE RIVER INLET SEA NAVIGATIONAL BUOY",33.8935,-78.4352,3353610,7826112
201704,115645,694878,1,2.44,"N","SHALLOTTE RIVER INLET SEA NAVIGATIONAL BUOY",33.915,-78.3741,3354900,7822446
201704,115645,694885,1,4.16,"WNW","LOCKWOOD FOLLY INLET SEA NAVIGATIONAL BUOY",33.9146,-78.2862,3354876,7817172
201704,115645,694887,1,2.48,"NW","SHEEPSHEAD ROCK",33.9624,-77.9437,3357744,7756622
201704,115649,694913,1,1.82,"NW","ROZIERS",34.7999,-78.991,3447994,7859460
201704,115654,694928,1,.37,"ENE","ANDREWS",33.4517,-79.5639,3327102,7933834
201704,113899,691080,1,0,"N","WEST PLAINS",36.73,-91.85,3643800,9151000
201704,113899,691081,1,.88,"NW","WHITE CHURCH",36.86,-91.79,3651600,9147400
201704,113899,691082,1,.56,"E","HOWARDS RIDGE",36.53,-92.32,3631800,9219200
201704,113899,691083,1,5.69,"ENE","PEPSIN",37.05,-94.15,373000,949000
201704,113899,691083,2,5.7,"ENE","PEPSIN",37.0509,-94.15,373054,949000
201704,113899,691083,3,5.67,"ENE","PEPSIN",37.051,-94.1505,373060,949030
201704,113899,691083,4,5.64,"ENE","PEPSIN",37.0498,-94.1508,372988,949048
201704,113899,691084,1,.69,"N","CRANE",36.91,-93.57,3654600,9334200
201704,113899,691085,1,2.15,"NNE","KIMBERLING CITY",36.63,-93.42,3637800,9325200
201704,113899,691086,1,.89,"SE","DORA",36.77,-92.22,3646200,9213200
201704,113899,691087,1,2.21,"W","NOBLE",36.75,-92.61,3645000,9236600
201704,113899,691088,1,2.73,"SSW","POTTERSVILLE",36.6658,-92.0548,3639948,923288
201704,113899,691088,2,2.69,"SSW","POTTERSVILLE",36.6671,-92.0558,3640026,923348
201704,113899,691088,3,2.85,"SW","POTTERSVILLE",36.6704,-92.0656,3640224,923936
201704,113899,691088,4,2.92,"SW","POTTERSVILLE",36.6689,-92.0656,3640134,923936
201704,113899,691089,1,2.15,"NNE","ELIJAH",36.65,-92.14,3639000,928400
201704,113899,691090,1,.69,"N","MAMMOTH",36.54,-92.4,3632400,9224000
201704,113899,691090,2,.45,"N","MAMMOTH",36.5365,-92.3996,3632190,9223976
201704,113899,691090,3,.42,"NNE","MAMMOTH",36.5358,-92.3976,3632148,9223856
201704,113899,691090,4,.81,"NNE","MAMMOTH",36.5414,-92.3964,3632484,9223784
201704,113899,691091,1,.69,"N","MAMMOTH",36.54,-92.4,3632400,9224000
201704,113899,691091,2,.45,"N","MAMMOTH",36.5365,-92.3996,3632190,9223976
201704,113899,691091,3,.42,"NNE","MAMMOTH",36.5358,-92.3976,3632148,9223856
201704,113899,691091,4,.81,"NNE","MAMMOTH",36.5414,-92.3964,3632484,9223784
201704,113899,691092,1,.88,"NE","ANN",37.04,-92.19,372400,9211400
201704,113899,691092,2,.57,"ENE","ANN",37.0318,-92.1899,371908,9211394
201704,113899,691092,3,.63,"ENE","ANN",37.0328,-92.1892,371968,9211352
201704,113899,691092,4,.89,"NE","ANN",37.0393,-92.1888,372358,9211328
201704,113899,691093,1,.55,"W","BUTTERFIELD",36.75,-93.91,3645000,9354600
201704,113899,691094,1,1.49,"NNE","WEST PLAINS",36.75,-91.84,3645000,9150400
201704,113899,691095,1,0,"N","(VIH)ROLLA/VICHY ARP",38.13,-91.77,387800,9146200
201704,113899,691096,1,0,"N","GOSPEL RIDGE",37.82,-92.17,3749200,9210200
201704,113899,691097,1,1.11,"W","KISSEE MILLS",36.67,-93.05,3640200,933000
201704,113899,691098,1,5.11,"SSW","BRANSON MEM ARPT",36.58,-93.31,3634800,9318600
201704,113899,691099,1,1.3,"ESE","SMITTIE",37.41,-92.5,3724600,9230000
201704,113899,691099,2,1.05,"E","SMITTIE",37.4174,-92.5011,3725044,9230066
201704,113899,691099,3,1.21,"E","SMITTIE",37.4191,-92.498,3725146,9229880
201704,113899,691099,4,1.56,"ESE","SMITTIE",37.4095,-92.4949,3724570,9229694
201704,113899,691100,1,.27,"ESE","OLGA",37.0991,-92.9152,375946,9254912
201704,113899,691100,2,.34,"ESE","OLGA",37.0974,-92.9146,375844,9254876
201704,113899,691100,3,.53,"SSW","OLGA",37.0933,-92.9246,375598,9255476
201704,113899,691100,4,.51,"SW","OLGA",37.0952,-92.9271,375712,9255626
201704,113899,691101,1,1.31,"ESE","LEOTA",36.52,-92.01,3631200,92600
201704,113899,691101,2,1.41,"WSW","MOODY",36.5252,-92.0048,3631512,92288
201704,113899,691101,3,1.39,"W","MOODY",36.5276,-92.0049,3631656,92294
201704,113899,691101,4,1.11,"SE","LEOTA",36.5185,-92.0161,3631110,92966
201704,113899,691102,1,3.37,"E","LANTON",36.525,-91.7397,3631500,9144382
201704,113899,691102,2,3.52,"E","LANTON",36.524,-91.7368,3631440,9144208
201704,113899,691102,3,3.44,"E","LANTON",36.5143,-91.7384,3630858,9144304
201704,113899,691102,4,3.29,"E","LANTON",36.5148,-91.7411,3630888,9144466
201704,113899,691103,1,2.74,"E","ROCKBRIDGE",36.7848,-92.3708,3647088,9222248
201704,113899,691103,2,2.89,"E","ROCKBRIDGE",36.7861,-92.3684,3647166,9222104
201704,113899,691103,3,3.15,"E","ROCKBRIDGE",36.7816,-92.3631,3646896,9221786
201704,113899,691103,4,2.97,"E","ROCKBRIDGE",36.7807,-92.3664,3646842,9221984
201704,113899,691104,1,2.24,"W","AVA MUNI MEML ARPT",36.9715,-92.7206,3658290,9243236
201704,113899,691104,2,2.15,"W","AVA MUNI MEML ARPT",36.971,-92.719,3658260,9243140
201704,113899,691104,3,2.62,"NNE","ARNO",36.963,-92.7268,3657780,9243608
201704,113899,691104,4,2.59,"NNE","ARNO",36.9633,-92.7286,3657798,9243716
201704,113899,691105,1,1.51,"ENE","AVA",36.9589,-92.625,3657534,9237500
201704,113899,691105,2,1.62,"ENE","AVA",36.9594,-92.6232,3657564,9237392
201704,113899,691105,3,1.91,"E","AVA",36.9522,-92.6156,3657132,9236936
201704,113899,691105,4,1.54,"E","AVA",36.9542,-92.6226,3657252,9237356
201704,113899,691106,1,1.55,"SSE","OLATHE",37.0096,-92.5183,37576,9231098
201704,113899,691106,2,1.49,"SSE","OLATHE",37.01,-92.52,37600,9231200
201704,113899,691106,3,1.45,"SSE","OLATHE",37.01,-92.5222,37600,9231332
201704,113899,691106,4,1.5,"SSE","OLATHE",37.0092,-92.5224,37552,9231344
201704,113899,691106,5,1.66,"SSE","OLATHE",37.0078,-92.5184,37468,9231104
201704,113899,691107,1,4.94,"NE","WINONA",37.0689,-91.2646,374134,9115876
201704,113899,691107,2,4.92,"NE","WINONA",37.068,-91.2641,374080,9115846
201704,113899,691107,3,4.69,"NE","WINONA",37.0669,-91.2686,374014,9116116
201704,113899,691107,4,4.73,"NE","WINONA",37.0688,-91.2698,374128,9116188
201704,113899,691108,1,3.91,"SSE","ROLLA",37.9009,-91.7342,3754054,9144052
201704,113899,691108,2,3.87,"SSE","ROLLA",37.902,-91.7335,3754120,9144010
201704,113899,691108,3,3.81,"SSE","ROLLA",37.8972,-91.7498,3753832,9144988
201704,113899,691108,4,3.86,"SSE","ROLLA",37.8965,-91.7495,3753790,9144970
201704,113899,691109,1,3.28,"ESE","GOLDEN",36.4989,-93.597,3629934,9335820
201704,113899,691109,2,3.81,"ESE","GOLDEN",36.5048,-93.584,3630288,9335040
201704,113899,691110,1,4.51,"S","VIOLA",36.5048,-93.584,3630288,9335040
201704,113899,691110,2,4.56,"SSE","VIOLA",36.508,-93.5521,3630480,9333126
201704,113900,683007,1,.52,"W","ELKHORN",41.28,-96.24,4116800,9614400
201704,113900,683008,1,2.66,"ENE","ELKHORN",41.2923,-96.1815,4117538,9610890
201704,113900,683009,1,3.24,"NE","ELKHORN",41.3065,-96.1784,4118390,9610704
201704,113900,683010,1,.87,"NW","PLEASANT DALE",40.79,-96.93,4047400,9655800
201704,113900,683011,1,1.59,"E","WEST LINCOLN",40.8321,-96.6896,4049926,9641376
201704,113900,683012,1,3.67,"W","CRETE",40.63,-97.02,4037800,971200
201704,113900,683013,1,1.22,"ESE","WEST LINCOLN",40.8202,-96.7005,4049212,9642030
201704,113900,683014,1,1.72,"WNW","WESTERN",40.41,-97.23,4024600,9713800
201704,113900,683015,1,3.94,"ENE","HELVEY",40.29,-97.18,4017400,9710800
201704,113900,683016,1,1.48,"SSE","CEDAR CREEK",41.01,-96.09,41600,965400
201704,113900,683017,1,3.61,"SSW","DOUGLAS",40.53,-96.39,4031800,9623400
201704,113900,683018,1,1.26,"WNW","DOUGLAS",40.59,-96.39,4035400,9623400
201704,113900,683020,1,.69,"N","JANSEN",40.19,-97.08,4011400,974800
201704,113901,683021,1,3.69,"W","MISSOURI VLY ARPT",41.52,-95.95,4131200,9557000
201704,113901,683022,1,0,"N","PANAMA",41.73,-95.48,4143800,9528800
201704,113901,683023,1,3.49,"S","DEFIANCE",41.78,-95.34,4146800,9520400
201704,113901,683024,1,0,"N","PANAMA",41.73,-95.48,4143800,9528800
201704,113903,682191,1,2.76,"N","CAPULIN",36.78,-103.99,3646800,10359400
201704,113931,682327,1,3,"SE","BERTRAND",40.4993,-99.5896,4029958,9935376
201704,113931,682327,2,0,"N","HOLDREGE",40.45,-99.37,4027000,9922200
201704,113931,690457,1,0,"N","CAMBRIDGE",40.28,-100.17,4016800,10010200
201704,113931,690458,1,8,"SW","ELWOOD",40.5181,-99.9578,4031086,9957468
201704,113931,690467,1,0,"N","ELWOOD",40.6,-99.85,4036000,9951000
201704,113931,690469,1,0,"N","LEXINGTON",40.78,-99.73,4046800,9943800
201704,113931,690470,1,3,"SE","BERTRAND",40.4993,-99.5896,4029958,9935376
201704,113931,690484,1,9.42,"SSE","AXTELL",40.3551,-99.0483,4021306,992898
201704,113931,690484,2,10.02,"SSE","MINDEN",40.36,-98.9,4021600,9854000
201704,113931,690486,1,9.55,"S","MINDEN",40.3617,-98.9516,4021702,9857096
201704,113931,690488,1,3,"N","ODESSA",40.7434,-99.25,4044604,9915000
201704,113931,690489,1,1,"N","CAMPBELL",40.3145,-98.73,4018870,9843800
201704,113931,690491,1,5,"S","HOLSTEIN",40.3976,-98.65,4023856,9839000
201704,113931,690491,2,0,"N","PAULINE",40.42,-98.35,4025200,9821000
201704,113931,690502,1,7.67,"W","BLADEN",40.3012,-98.7235,4018072,9843410
201704,113931,690502,2,1,"SSE","BLUE HILL",40.3166,-98.4427,4018996,9826562
201704,113931,690511,1,2,"N","FAIRFIELD",40.459,-98.12,4027540,987200
201704,113931,690511,2,1.81,"W","ONG",40.4039,-97.904,4024234,9754240
201704,113931,690525,1,0,"N","DAVENPORT",40.32,-97.8,4019200,9748000
201704,113931,690525,2,5,"ESE","BRUNING",40.3123,-97.4823,4018738,9728938
201704,113931,690535,1,0,"N","SHICKLEY",40.42,-97.72,4025200,9743200
201704,113931,690535,2,1,"ENE","SHICKLEY",40.4255,-97.7024,4025530,9742144
201704,113931,690540,1,.53,"W","MILLIGAN",40.5,-97.39,4030000,9723400
201704,113931,690540,2,4.2,"ESE","OHIOWA",40.407,-97.372,4024420,9722320
201704,113932,689570,1,5.23,"WNW","ALTON",39.5,-99.04,3930000,992400
